"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_posrt"
"11569","235.833607","204.14.234.85","192.168.3.131","TCP","60","8443  >  57244 [ACK] Seq=267 Ack=6975 Win=11354 Len=0","8443","57244"
"11570","235.870983","65.54.167.27","10.0.2.15","TCP","60","5480  >  2548 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460","5480","2548"
"11571","235.871009","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1 Ack=1 Win=64240 Len=0","2548","5480"
"11572","235.871278","10.0.2.15","65.54.167.27","TCP","624","2548  >  5480 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=570 [TCP segment of a reassembled PDU]","2548","5480"
"11573","235.871408","10.0.2.15","65.54.167.27","HTTP/XML","1385","POST /whatsnew/whatsnewservice.asmx HTTP/1.1 ","2548","5480"
"11574","235.871926","65.54.167.27","10.0.2.15","TCP","60","5480  >  2548 [ACK] Seq=1 Ack=571 Win=8760 Len=0","5480","2548"
"11575","235.871948","65.54.167.27","10.0.2.15","TCP","60","5480  >  2548 [ACK] Seq=1 Ack=1902 Win=8760 Len=0","5480","2548"
"11576","235.929629","204.14.234.85","192.168.3.131","TCP","1514","8443  >  57244 [PSH, ACK] Seq=267 Ack=7385 Win=11764 Len=1460 [TCP segment of a reassembled PDU]","8443","57244"
"11577","235.930203","204.14.234.85","192.168.3.131","TLSv1","1514","Application Data [TCP segment of a reassembled PDU]","8443","57244"
"11578","235.930204","204.14.234.85","192.168.3.131","TLSv1","117","[TCP Previous segment not captured] , Ignored Unknown Record","8443","57244"
"11579","235.930238","192.168.3.131","204.14.234.85","TCP","66","57244  >  8443 [ACK] Seq=7385 Ack=3187 Win=65700 Len=0 SLE=4647 SRE=4710","57244","8443"
"11580","235.936178","204.14.234.85","192.168.3.131","TCP","1514","[TCP Out-Of-Order] 8443  >  57244 [ACK] Seq=3187 Ack=7385 Win=11764 Len=1460","8443","57244"
"11581","235.936181","204.14.234.85","192.168.3.131","TCP","1514","8443  >  57244 [PSH, ACK] Seq=4710 Ack=7385 Win=11764 Len=1460 [TCP segment of a reassembled PDU]","8443","57244"
"11582","235.936183","204.14.234.85","192.168.3.131","TLSv1","236","[TCP Previous segment not captured] , Ignored Unknown Record","8443","57244"
"11583","235.936183","204.14.234.85","192.168.3.131","TCP","1514","[TCP Out-Of-Order] 8443  >  57244 [PSH, ACK] Seq=6170 Ack=7385 Win=11764 Len=1460","8443","57244"
"11584","235.936234","192.168.3.131","204.14.234.85","TCP","54","57244  >  8443 [ACK] Seq=7385 Ack=4710 Win=65700 Len=0","57244","8443"
"11585","235.936271","192.168.3.131","204.14.234.85","TCP","66","57244  >  8443 [ACK] Seq=7385 Ack=6170 Win=65700 Len=0 SLE=7630 SRE=7812","57244","8443"
"11586","235.936292","192.168.3.131","204.14.234.85","TCP","54","57244  >  8443 [ACK] Seq=7385 Ack=7812 Win=65700 Len=0","57244","8443"
"11587","236.015367","65.54.167.27","10.0.2.15","TCP","1502","5480  >  2548 [PSH, ACK] Seq=1 Ack=1902 Win=8760 Len=1448 [TCP segment of a reassembled PDU]","5480","2548"
"11588","236.018087","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=1449 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11589","236.018112","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=1973 Win=64240 Len=0","2548","5480"
"11590","236.079293","65.54.167.27","10.0.2.15","TCP","1514","5480  >  2548 [ACK] Seq=1973 Ack=1902 Win=8760 Len=1460 [TCP segment of a reassembled PDU]","5480","2548"
"11591","236.079320","65.54.167.27","10.0.2.15","TCP","166","5480  >  2548 [PSH, ACK] Seq=3433 Ack=1902 Win=8760 Len=112 [TCP segment of a reassembled PDU]","5480","2548"
"11592","236.079353","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=3545 Win=64240 Len=0","2548","5480"
"11593","236.079353","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=3545 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11594","236.084197","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=4593 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11595","236.084235","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=5117 Win=64240 Len=0","2548","5480"
"11596","236.119314","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=5117 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11597","236.119339","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=6165 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11598","236.119362","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=7213 Win=64240 Len=0","2548","5480"
"11599","236.119406","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=7213 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11600","236.120050","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=8261 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11601","236.120074","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=9309 Win=64240 Len=0","2548","5480"
"11602","236.120119","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=9309 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11603","236.120538","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=10357 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11604","236.120565","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=11405 Win=64240 Len=0","2548","5480"
"11605","236.126109","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=11405 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11606","236.190146","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=11929 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11607","236.190195","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=12453 Win=63192 Len=0","2548","5480"
"11608","236.191431","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=12453 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11609","236.191442","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=13501 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11610","236.191464","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=14549 Win=64240 Len=0","2548","5480"
"11611","236.194435","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=14549 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11612","236.195022","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=15597 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11613","236.195038","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=16645 Win=64240 Len=0","2548","5480"
"11614","236.195484","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=16645 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11615","236.195504","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=17693 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11616","236.195522","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=18741 Win=64240 Len=0","2548","5480"
"11617","236.196418","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=18741 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11618","236.196430","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=19789 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11619","236.196443","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=20837 Win=64240 Len=0","2548","5480"
"11620","236.198813","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=20837 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11621","236.207760","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=21361 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11622","236.207864","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=21885 Win=63192 Len=0","2548","5480"
"11623","236.232644","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=21885 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11624","236.232862","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=22409 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11625","236.232884","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=23457 Win=64240 Len=0","2548","5480"
"11626","236.233266","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=23457 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11627","236.233569","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=24505 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11628","236.233586","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=25029 Win=64240 Len=0","2548","5480"
"11629","236.234515","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=25029 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11630","236.236250","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=25553 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11631","236.236271","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=26077 Win=63192 Len=0","2548","5480"
"11632","236.236880","65.54.167.27","10.0.2.15","TCP","1514","5480  >  2548 [ACK] Seq=26077 Ack=1902 Win=8760 Len=1460 [TCP segment of a reassembled PDU]","5480","2548"
"11633","236.236895","65.54.167.27","10.0.2.15","TCP","690","5480  >  2548 [PSH, ACK] Seq=27537 Ack=1902 Win=8760 Len=636 [TCP segment of a reassembled PDU]","5480","2548"
"11634","236.236913","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=28173 Win=64240 Len=0","2548","5480"
"11635","236.237125","65.54.167.27","10.0.2.15","TCP","1514","5480  >  2548 [ACK] Seq=28173 Ack=1902 Win=8760 Len=1460 [TCP segment of a reassembled PDU]","5480","2548"
"11636","236.237139","65.54.167.27","10.0.2.15","TCP","166","5480  >  2548 [PSH, ACK] Seq=29633 Ack=1902 Win=8760 Len=112 [TCP segment of a reassembled PDU]","5480","2548"
"11637","236.237151","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=29745 Win=64240 Len=0","2548","5480"
"11638","236.237333","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=29745 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11639","236.239187","65.54.167.27","10.0.2.15","TCP","1514","5480  >  2548 [ACK] Seq=30793 Ack=1902 Win=8760 Len=1460 [TCP segment of a reassembled PDU]","5480","2548"
"11640","236.239202","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=32253 Win=64240 Len=0","2548","5480"
"11641","236.239228","65.54.167.27","10.0.2.15","TCP","166","5480  >  2548 [PSH, ACK] Seq=32253 Ack=1902 Win=8760 Len=112 [TCP segment of a reassembled PDU]","5480","2548"
"11642","236.239521","65.54.167.27","10.0.2.15","TCP","1514","5480  >  2548 [ACK] Seq=32365 Ack=1902 Win=8760 Len=1460 [TCP segment of a reassembled PDU]","5480","2548"
"11643","236.239541","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=33825 Win=64240 Len=0","2548","5480"
"11644","236.239569","65.54.167.27","10.0.2.15","TCP","690","5480  >  2548 [PSH, ACK] Seq=33825 Ack=1902 Win=8760 Len=636 [TCP segment of a reassembled PDU]","5480","2548"
"11645","236.241029","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=34461 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11646","236.241044","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=34985 Win=63080 Len=0","2548","5480"
"11647","236.270558","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=34985 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11648","236.271036","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=36033 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11649","236.271054","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=37081 Win=64240 Len=0","2548","5480"
"11650","236.271142","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=37081 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11651","236.271246","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=38129 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11652","236.271259","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=38653 Win=64240 Len=0","2548","5480"
"11653","236.274157","65.54.167.27","10.0.2.15","TCP","1102","5480  >  2548 [PSH, ACK] Seq=38653 Ack=1902 Win=8760 Len=1048 [TCP segment of a reassembled PDU]","5480","2548"
"11654","236.274702","65.54.167.27","10.0.2.15","TCP","1514","5480  >  2548 [ACK] Seq=39701 Ack=1902 Win=8760 Len=1460 [TCP segment of a reassembled PDU]","5480","2548"
"11655","236.274727","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=41161 Win=64240 Len=0","2548","5480"
"11656","236.274758","65.54.167.27","10.0.2.15","TCP","166","5480  >  2548 [PSH, ACK] Seq=41161 Ack=1902 Win=8760 Len=112 [TCP segment of a reassembled PDU]","5480","2548"
"11657","236.274922","65.54.167.27","10.0.2.15","TCP","578","5480  >  2548 [PSH, ACK] Seq=41273 Ack=1902 Win=8760 Len=524 [TCP segment of a reassembled PDU]","5480","2548"
"11658","236.274933","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=41797 Win=63604 Len=0","2548","5480"
"11659","236.274957","65.54.167.27","10.0.2.15","HTTP/XML","736","HTTP/1.1 200 OK ","5480","2548"
"11660","236.430445","10.0.2.15","65.54.167.27","TCP","54","2548  >  5480 [ACK] Seq=1902 Ack=42479 Win=62922 Len=0","2548","5480"
"11661","236.979197","192.168.3.131","208.82.236.129","TCP","66","58777  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","58777","80"
"11662","237.029289","208.82.236.129","192.168.3.131","TCP","66","80  >  58777 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 WS=1 SACK_PERM=1","80","58777"
"11663","237.029363","192.168.3.131","208.82.236.129","TCP","54","58777  >  80 [ACK] Seq=1 Ack=1 Win=65700 Len=0","58777","80"
"11664","237.029737","192.168.3.131","208.82.236.129","HTTP","684","GET /search/mca?query=1995+kawasaki&srchType=A&minAsk=&maxAsk= HTTP/1.1 ","58777","80"
"11665","237.122299","192.168.3.131","208.50.77.134","TCP","54","57204  >  80 [FIN, ACK] Seq=1 Ack=1 Win=16425 Len=0","57204","80"
"11666","237.122369","192.168.3.131","208.50.77.134","TCP","54","57203  >  80 [FIN, ACK] Seq=1 Ack=1 Win=16270 Len=0","57203","80"
"11667","237.122404","192.168.3.131","208.50.77.134","TCP","54","57202  >  80 [FIN, ACK] Seq=1 Ack=1 Win=16425 Len=0","57202","80"
"11668","237.122437","192.168.3.131","69.63.181.15","TCP","54","57198  >  80 [FIN, ACK] Seq=1 Ack=1 Win=16425 Len=0","57198","80"
"11669","237.122473","192.168.3.131","69.63.181.15","TCP","54","57192  >  80 [FIN, ACK] Seq=1 Ack=1 Win=16318 Len=0","57192","80"
"11670","237.122507","192.168.3.131","208.50.77.134","TCP","54","57205  >  80 [FIN, ACK] Seq=1 Ack=1 Win=16297 Len=0","57205","80"
"11671","237.122538","192.168.3.131","208.50.77.134","TCP","54","57201  >  80 [FIN, ACK] Seq=1 Ack=1 Win=16425 Len=0","57201","80"
"11672","237.122578","192.168.3.131","208.50.77.134","TCP","54","57186  >  80 [FIN, ACK] Seq=1 Ack=1 Win=16363 Len=0","57186","80"
"11673","237.153616","69.63.181.15","192.168.3.131","TCP","60","80  >  57198 [ACK] Seq=1 Ack=2 Win=6395 Len=0","80","57198"
"11674","237.153899","69.63.181.15","192.168.3.131","TCP","60","80  >  57198 [FIN, ACK] Seq=1 Ack=2 Win=6395 Len=0","80","57198"
"11675","237.153931","192.168.3.131","69.63.181.15","TCP","54","57198  >  80 [ACK] Seq=2 Ack=2 Win=16425 Len=0","57198","80"
"11676","237.154350","69.63.181.15","192.168.3.131","TCP","60","80  >  57192 [ACK] Seq=1 Ack=2 Win=10864 Len=0","80","57192"
"11677","237.154943","69.63.181.15","192.168.3.131","TCP","60","80  >  57192 [FIN, ACK] Seq=1 Ack=2 Win=10864 Len=0","80","57192"
"11678","237.154965","192.168.3.131","69.63.181.15","TCP","54","57192  >  80 [ACK] Seq=2 Ack=2 Win=16318 Len=0","57192","80"
"11679","237.179636","208.82.236.129","192.168.3.131","TCP","60","80  >  58777 [ACK] Seq=1 Ack=631 Win=5010 Len=0","80","58777"
"11680","237.201576","208.50.77.134","192.168.3.131","TCP","60","80  >  57204 [FIN, ACK] Seq=1 Ack=2 Win=350 Len=0","80","57204"
"11681","237.201604","192.168.3.131","208.50.77.134","TCP","54","57204  >  80 [ACK] Seq=2 Ack=2 Win=16425 Len=0","57204","80"
"11682","237.202667","208.50.77.134","192.168.3.131","TCP","60","80  >  57203 [FIN, ACK] Seq=1 Ack=2 Win=350 Len=0","80","57203"
"11683","237.202692","192.168.3.131","208.50.77.134","TCP","54","57203  >  80 [ACK] Seq=2 Ack=2 Win=16270 Len=0","57203","80"
"11684","237.202901","208.50.77.134","192.168.3.131","TCP","60","80  >  57202 [FIN, ACK] Seq=1 Ack=2 Win=350 Len=0","80","57202"
"11685","237.202924","192.168.3.131","208.50.77.134","TCP","54","57202  >  80 [ACK] Seq=2 Ack=2 Win=16425 Len=0","57202","80"
"11686","237.203129","208.50.77.134","192.168.3.131","TCP","60","80  >  57205 [FIN, ACK] Seq=1 Ack=2 Win=384 Len=0","80","57205"
"11687","237.203153","192.168.3.131","208.50.77.134","TCP","54","57205  >  80 [ACK] Seq=2 Ack=2 Win=16297 Len=0","57205","80"
"11688","237.204410","208.50.77.134","192.168.3.131","TCP","60","80  >  57201 [FIN, ACK] Seq=1 Ack=2 Win=283 Len=0","80","57201"
"11689","237.204439","192.168.3.131","208.50.77.134","TCP","54","57201  >  80 [ACK] Seq=2 Ack=2 Win=16425 Len=0","57201","80"
"11690","237.204842","208.50.77.134","192.168.3.131","TCP","60","80  >  57186 [FIN, ACK] Seq=1 Ack=2 Win=384 Len=0","80","57186"
"11691","237.204894","192.168.3.131","208.50.77.134","TCP","54","57186  >  80 [ACK] Seq=2 Ack=2 Win=16363 Len=0","57186","80"
"11692","237.226638","208.82.236.129","192.168.3.131","TCP","1514","80  >  58777 [PSH, ACK] Seq=1 Ack=631 Win=5010 Len=1460 [TCP segment of a reassembled PDU]","80","58777"
"11693","237.227447","208.82.236.129","192.168.3.131","TCP","1514","80  >  58777 [PSH, ACK] Seq=1461 Ack=631 Win=5010 Len=1460 [TCP segment of a reassembled PDU]","80","58777"
"11694","237.227450","208.82.236.129","192.168.3.131","HTTP","508","HTTP/1.1 200 OK  (text/html)","80","58777"
"11695","237.227451","208.82.236.129","192.168.3.131","TCP","60","80  >  58777 [FIN, ACK] Seq=3375 Ack=631 Win=5010 Len=0","80","58777"
"11696","237.227517","192.168.3.131","208.82.236.129","TCP","54","58777  >  80 [ACK] Seq=631 Ack=3376 Win=65700 Len=0","58777","80"
"11697","237.230338","192.168.3.131","208.82.236.129","TCP","54","58777  >  80 [FIN, ACK] Seq=631 Ack=3376 Win=65700 Len=0","58777","80"
"11698","237.280051","208.82.236.129","192.168.3.131","TCP","60","80  >  58777 [ACK] Seq=3376 Ack=632 Win=5010 Len=0","80","58777"
"11699","237.322299","192.168.3.131","208.50.77.134","TCP","54","57204  >  5480 [FIN, ACK] Seq=1 Ack=1 Win=16425 Len=0","57204","5480"
"11700","237.322369","192.168.3.131","208.50.77.134","TCP","54","57203  >  5480 [FIN, ACK] Seq=1 Ack=1 Win=16270 Len=0","57203","5480"
"11701","237.322404","192.168.3.131","208.50.77.134","TCP","54","57202  >  5480 [FIN, ACK] Seq=1 Ack=1 Win=16425 Len=0","57202","5480"
"11702","237.322437","192.168.3.131","69.63.181.15","TCP","54","57198  >  5480 [FIN, ACK] Seq=1 Ack=1 Win=16425 Len=0","57198","5480"
"11703","237.322473","192.168.3.131","69.63.181.15","TCP","54","57192  >  5480 [FIN, ACK] Seq=1 Ack=1 Win=16318 Len=0","57192","5480"
"11704","237.322507","192.168.3.131","208.50.77.134","TCP","54","57205  >  5480 [FIN, ACK] Seq=1 Ack=1 Win=16297 Len=0","57205","5480"
"11705","237.322538","192.168.3.131","208.50.77.134","TCP","54","57201  >  5480 [FIN, ACK] Seq=1 Ack=1 Win=16425 Len=0","57201","5480"
"11706","237.322578","192.168.3.131","208.50.77.134","TCP","54","57186  >  5480 [FIN, ACK] Seq=1 Ack=1 Win=16363 Len=0","57186","5480"
"11707","237.353616","69.63.181.15","192.168.3.131","TCP","60","5480  >  57198 [ACK] Seq=1 Ack=2 Win=6395 Len=0","5480","57198"
"11708","237.353899","69.63.181.15","192.168.3.131","TCP","60","5480  >  57198 [FIN, ACK] Seq=1 Ack=2 Win=6395 Len=0","5480","57198"
"11709","237.353931","192.168.3.131","69.63.181.15","TCP","54","57198  >  5480 [ACK] Seq=2 Ack=2 Win=16425 Len=0","57198","5480"
"11710","237.354350","69.63.181.15","192.168.3.131","TCP","60","5480  >  57192 [ACK] Seq=1 Ack=2 Win=10864 Len=0","5480","57192"
"11711","237.354943","69.63.181.15","192.168.3.131","TCP","60","5480  >  57192 [FIN, ACK] Seq=1 Ack=2 Win=10864 Len=0","5480","57192"
"11712","237.354965","192.168.3.131","69.63.181.15","TCP","54","57192  >  5480 [ACK] Seq=2 Ack=2 Win=16318 Len=0","57192","5480"
"11713","237.401576","208.50.77.134","192.168.3.131","TCP","60","5480  >  57204 [FIN, ACK] Seq=1 Ack=2 Win=350 Len=0","5480","57204"
"11714","237.401604","192.168.3.131","208.50.77.134","TCP","54","57204  >  5480 [ACK] Seq=2 Ack=2 Win=16425 Len=0","57204","5480"
"11715","237.402667","208.50.77.134","192.168.3.131","TCP","60","5480  >  57203 [FIN, ACK] Seq=1 Ack=2 Win=350 Len=0","5480","57203"
"11716","237.402692","192.168.3.131","208.50.77.134","TCP","54","57203  >  5480 [ACK] Seq=2 Ack=2 Win=16270 Len=0","57203","5480"
"11717","237.402901","208.50.77.134","192.168.3.131","TCP","60","5480  >  57202 [FIN, ACK] Seq=1 Ack=2 Win=350 Len=0","5480","57202"
"11718","237.402924","192.168.3.131","208.50.77.134","TCP","54","57202  >  5480 [ACK] Seq=2 Ack=2 Win=16425 Len=0","57202","5480"
"11719","237.403129","208.50.77.134","192.168.3.131","TCP","60","5480  >  57205 [FIN, ACK] Seq=1 Ack=2 Win=384 Len=0","5480","57205"
"11720","237.403153","192.168.3.131","208.50.77.134","TCP","54","57205  >  5480 [ACK] Seq=2 Ack=2 Win=16297 Len=0","57205","5480"
"11721","237.404410","208.50.77.134","192.168.3.131","TCP","60","5480  >  57201 [FIN, ACK] Seq=1 Ack=2 Win=283 Len=0","5480","57201"
"11722","237.404439","192.168.3.131","208.50.77.134","TCP","54","57201  >  5480 [ACK] Seq=2 Ack=2 Win=16425 Len=0","57201","5480"
"11723","237.404842","208.50.77.134","192.168.3.131","TCP","60","5480  >  57186 [FIN, ACK] Seq=1 Ack=2 Win=384 Len=0","5480","57186"
"11724","237.404894","192.168.3.131","208.50.77.134","TCP","54","57186  >  5480 [ACK] Seq=2 Ack=2 Win=16363 Len=0","57186","5480"
"11725","237.701115","192.168.3.131","204.14.234.85","TCP","1514","57243  >  443 [ACK] Seq=14185 Ack=21319 Win=65700 Len=1460 [TCP segment of a reassembled PDU]","57243","443"
"11726","237.701127","192.168.3.131","204.14.234.85","TCP","1514","57243  >  443 [ACK] Seq=15645 Ack=21319 Win=65700 Len=1460 [TCP segment of a reassembled PDU]","57243","443"
"11727","237.701138","192.168.3.131","204.14.234.85","TLSv1","464","Application Data","57243","443"
"11728","237.740477","204.14.234.85","192.168.3.131","TCP","60","443  >  57243 [ACK] Seq=21319 Ack=17105 Win=21484 Len=0","443","57243"
"11729","237.795513","204.14.234.85","192.168.3.131","TCP","1514","443  >  57243 [PSH, ACK] Seq=21319 Ack=17515 Win=21894 Len=1460 [TCP segment of a reassembled PDU]","443","57243"
"11730","237.795964","204.14.234.85","192.168.3.131","TLSv1","1514","Application Data [TCP segment of a reassembled PDU]","443","57243"
"11731","237.795994","192.168.3.131","204.14.234.85","TCP","54","57243  >  443 [ACK] Seq=17515 Ack=24239 Win=65700 Len=0","57243","443"
"11732","237.796983","204.14.234.85","192.168.3.131","TLSv1","1514","Application Data [TCP segment of a reassembled PDU]","443","57243"
"11733","237.797255","204.14.234.85","192.168.3.131","TLSv1","1514","Application Data [TCP segment of a reassembled PDU]","443","57243"
"11734","237.797275","192.168.3.131","204.14.234.85","TCP","54","57243  >  443 [ACK] Seq=17515 Ack=27159 Win=65700 Len=0","57243","443"
"11735","237.818252","204.14.234.85","192.168.3.131","TLSv1","1514","Application Data [TCP segment of a reassembled PDU]","443","57243"
"11736","237.818254","204.14.234.85","192.168.3.131","TLSv1","1514","Application Data [TCP segment of a reassembled PDU]","443","57243"
"11737","237.818301","192.168.3.131","204.14.234.85","TCP","54","57243  >  443 [ACK] Seq=17515 Ack=30079 Win=65700 Len=0","57243","443"
"11738","237.857365","204.14.234.85","192.168.3.131","TLSv1","162","Application Data","443","57243"
